year,state,state_po,state_fips,state_cen,state_ic,stage,special,candidate,party_detailed,writein,candidatevotes,totalvotes,unofficial,party_simplified
1998,UTAH,UT,49,87,67,gen,FALSE,NA,NA,TRUE,12,494909,FALSE,OTHER
1998,VERMONT,VT,50,13,6,gen,FALSE,HUGH DOUGLAS,LIBERTARIAN,FALSE,4199,214036,FALSE,LIBERTARIAN
1998,VERMONT,VT,50,13,6,gen,FALSE,JERRY LEVY,LIBERTY UNION,FALSE,1238,214036,FALSE,OTHER
1998,VERMONT,VT,50,13,6,gen,FALSE,BARRY M. NELSON,INDEPENDENT,FALSE,2893,214036,FALSE,OTHER
1998,VERMONT,VT,50,13,6,gen,FALSE,PATRICK J. LEAHY,DEMOCRAT,FALSE,154567,214036,FALSE,DEMOCRAT
1998,VERMONT,VT,50,13,6,gen,FALSE,BOB (DR. BOB) MELAMEDE,VERMONT GRASSROOTS,FALSE,2459,214036,FALSE,OTHER
1998,VERMONT,VT,50,13,6,gen,FALSE,NA,NA,TRUE,629,214036,FALSE,OTHER
1998,VERMONT,VT,50,13,6,gen,FALSE,FRED H. TUTTLE,REPUBLICAN,FALSE,48051,214036,FALSE,REPUBLICAN
1998,WASHINGTON,WA,53,91,73,gen,FALSE,PATTY MURRAY,DEMOCRAT,FALSE,1103184,1888561,FALSE,DEMOCRAT
1998,WASHINGTON,WA,53,91,73,gen,FALSE,LINDA SMITH,REPUBLICAN,FALSE,785377,1888561,FALSE,REPUBLICAN
1998,WISCONSIN,WI,55,35,25,gen,FALSE,BLANK VOTE/SCATTERING,,FALSE,706,1760836,FALSE,OTHER
1998,WISCONSIN,WI,55,35,25,gen,FALSE,MARK W. NEUMANN,REPUBLICAN,FALSE,852272,1760836,FALSE,REPUBLICAN
1998,WISCONSIN,WI,55,35,25,gen,FALSE,EUGENE A. HEM,INDEPENDENT,FALSE,4266,1760836,FALSE,OTHER
1998,WISCONSIN,WI,55,35,25,gen,FALSE,TOM ENDER,LIBERTARIAN,FALSE,5591,1760836,FALSE,LIBERTARIAN
1998,WISCONSIN,WI,55,35,25,gen,FALSE,ROBERT R. RAYMOND,U.S. TAXPAYERS,FALSE,7942,1760836,FALSE,OTHER
1998,WISCONSIN,WI,55,35,25,gen,FALSE,RUSSELL D. FEINGOLD,DEMOCRAT,FALSE,890059,1760836,FALSE,DEMOCRAT
2000,ARIZONA,AZ,4,86,61,gen,FALSE,WILLIAM TOEL,INDEPENDENT,FALSE,109230,1397076,FALSE,OTHER
2000,ARIZONA,AZ,4,86,61,gen,FALSE,VANCE HANSEN,GREEN,FALSE,108926,1397076,FALSE,OTHER
2000,ARIZONA,AZ,4,86,61,gen,FALSE,JON KYL,REPUBLICAN,FALSE,1108196,1397076,FALSE,REPUBLICAN
2000,ARIZONA,AZ,4,86,61,gen,FALSE,BARRY J. HESS II,LIBERTARIAN,FALSE,70724,1397076,FALSE,LIBERTARIAN
2000,CALIFORNIA,CA,6,93,71,gen,FALSE,"JOSE LUIS ""JOE"" CAMAHORT",REFORM,FALSE,96552,10623608,FALSE,OTHER
2000,CALIFORNIA,CA,6,93,71,gen,FALSE,MEDEA SUSAN BENJAMIN,GREEN,FALSE,326828,10623608,FALSE,OTHER
2000,CALIFORNIA,CA,6,93,71,gen,FALSE,TOM CAMPBELL,REPUBLICAN,FALSE,3886853,10623608,FALSE,REPUBLICAN
2000,CALIFORNIA,CA,6,93,71,gen,FALSE,DIANNE FEINSTEIN,DEMOCRAT,FALSE,5932522,10623608,FALSE,DEMOCRAT
2000,CALIFORNIA,CA,6,93,71,gen,FALSE,BRIAN M. REES,NATURAL LAW,FALSE,58537,10623608,FALSE,OTHER
2000,CALIFORNIA,CA,6,93,71,gen,FALSE,DIANE BEALL TEMPLIN,AMERICAN INDEPENDENT,FALSE,134598,10623608,FALSE,OTHER
2000,CALIFORNIA,CA,6,93,71,gen,FALSE,GAIL KATHERINE LIGHTFOOT,LIBERTARIAN,FALSE,187718,10623608,FALSE,LIBERTARIAN
2000,CONNECTICUT,CT,9,16,1,gen,FALSE,JOSEPH I. LIEBERMAN,DEMOCRAT,FALSE,828902,1311261,FALSE,DEMOCRAT
2000,CONNECTICUT,CT,9,16,1,gen,FALSE,WILLDEY J. MOORE,LIBERTARIAN,FALSE,8773,1311261,FALSE,LIBERTARIAN
2000,CONNECTICUT,CT,9,16,1,gen,FALSE,PHIL GIORDANO,REPUBLICAN,FALSE,448077,1311261,FALSE,REPUBLICAN
2000,CONNECTICUT,CT,9,16,1,gen,FALSE,"WILLIAM KOZAK, JR.",CONCERNED CITIZENS,FALSE,25509,1311261,FALSE,OTHER
2000,DELAWARE,DE,10,51,11,gen,FALSE,THOMAS R. CARPER,DEMOCRAT,FALSE,181566,326993,FALSE,DEMOCRAT
2000,DELAWARE,DE,10,51,11,gen,FALSE,J. BURKE MORRISON,LIBERTARIAN,FALSE,1103,326993,FALSE,LIBERTARIAN
2000,DELAWARE,DE,10,51,11,gen,FALSE,MARK E. DANKOF,CONSTITUTION,FALSE,1044,326993,FALSE,OTHER
2000,DELAWARE,DE,10,51,11,gen,FALSE,"WILLIAM V. ROTH, JR.",REPUBLICAN,FALSE,142891,326993,FALSE,REPUBLICAN
2000,DELAWARE,DE,10,51,11,gen,FALSE,ROBERT MATTSON,NATURAL LAW,FALSE,389,326993,FALSE,OTHER
2000,FLORIDA,FL,12,59,43,gen,FALSE,DARRELL L. MCCORMICK,INDEPENDENT,FALSE,21664,5856731,FALSE,OTHER
2000,FLORIDA,FL,12,59,43,gen,FALSE,BILL NELSON,DEMOCRAT,FALSE,2989487,5856731,FALSE,DEMOCRAT
2000,FLORIDA,FL,12,59,43,gen,FALSE,BILL MCCOLLUM,REPUBLICAN,FALSE,2705348,5856731,FALSE,REPUBLICAN
2000,FLORIDA,FL,12,59,43,gen,FALSE,WILLIE LOGAN,INDEPENDENT,FALSE,80830,5856731,FALSE,OTHER
2000,FLORIDA,FL,12,59,43,gen,FALSE,JOE SIMONETTA,NATURAL LAW,FALSE,26087,5856731,FALSE,OTHER
2000,FLORIDA,FL,12,59,43,gen,FALSE,NA,NA,TRUE,88,5856731,FALSE,OTHER
2000,FLORIDA,FL,12,59,43,gen,FALSE,JOEL DECKARD,REFORM,FALSE,17338,5856731,FALSE,OTHER
2000,FLORIDA,FL,12,59,43,gen,FALSE,ANDY MARTIN,INDEPENDENT,FALSE,15889,5856731,FALSE,OTHER
2000,GEORGIA,GA,13,58,44,gen,TRUE,MACK F. MATTINGLY,REPUBLICAN (NOT IDENTIFIED ON BALLOT),FALSE,920478,2415743,FALSE,OTHER
2000,GEORGIA,GA,13,58,44,gen,TRUE,PAUL ROBERT MACGREGOR,NOT IDENTIFIED,FALSE,25942,2415743,FALSE,OTHER
2000,GEORGIA,GA,13,58,44,gen,TRUE,BEN BALLENGER,NOT IDENTIFIED,FALSE,22975,2415743,FALSE,OTHER
2000,GEORGIA,GA,13,58,44,gen,TRUE,JEFF GATES,NOT IDENTIFIED,FALSE,21249,2415743,FALSE,OTHER
2000,GEORGIA,GA,13,58,44,gen,TRUE,ZELL MILLER,DEMOCRAT (NOT IDENTIFIED ON BALLOT),FALSE,1413224,2415743,FALSE,DEMOCRAT
2000,GEORGIA,GA,13,58,44,gen,TRUE,WINNIE WALSH,NOT IDENTIFIED,FALSE,11875,2415743,FALSE,OTHER
2000,HAWAII,HI,15,95,82,gen,FALSE,JOHN CARROLL,REPUBLICAN,FALSE,84701,345623,FALSE,REPUBLICAN
2000,HAWAII,HI,15,95,82,gen,FALSE,LLOYD JEFFREY MALLAN,LIBERTARIAN,FALSE,3127,345623,FALSE,LIBERTARIAN
2000,HAWAII,HI,15,95,82,gen,FALSE,LAURI A. CLEGG,NATURAL LAW,FALSE,4220,345623,FALSE,OTHER
2000,HAWAII,HI,15,95,82,gen,FALSE,DAVID PORTER,CONSTITUTION,FALSE,2360,345623,FALSE,OTHER
2000,HAWAII,HI,15,95,82,gen,FALSE,DANIEL K. AKAKA,DEMOCRAT,FALSE,251215,345623,FALSE,DEMOCRAT
2000,INDIANA,IN,18,32,22,gen,FALSE,PAUL HAGER,LIBERTARIAN,FALSE,33992,2145209,FALSE,LIBERTARIAN
2000,INDIANA,IN,18,32,22,gen,FALSE,RICHARD G. LUGAR,REPUBLICAN,FALSE,1427944,2145209,FALSE,REPUBLICAN
2000,INDIANA,IN,18,32,22,gen,FALSE,DAVID L. JOHNSON,DEMOCRAT,FALSE,683273,2145209,FALSE,DEMOCRAT
2000,MAINE,ME,23,11,2,gen,FALSE,MARK W. LAWRENCE,DEMOCRAT,FALSE,197183,634872,FALSE,DEMOCRAT
2000,MAINE,ME,23,11,2,gen,FALSE,OLYMPIA J. SNOWE,REPUBLICAN,FALSE,437689,634872,FALSE,REPUBLICAN
2000,MARYLAND,MD,24,52,52,gen,FALSE,PAUL H. RAPPAPORT,REPUBLICAN,FALSE,715178,1946898,FALSE,REPUBLICAN
2000,MARYLAND,MD,24,52,52,gen,FALSE,CORROGAN R. VAUGHN,,TRUE,113,1946898,FALSE,OTHER
2000,MARYLAND,MD,24,52,52,gen,FALSE,PAUL S. SARBANES,DEMOCRAT,FALSE,1230013,1946898,FALSE,DEMOCRAT
2000,MARYLAND,MD,24,52,52,gen,FALSE,OTHER,,FALSE,1594,1946898,FALSE,OTHER
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,PHILIP F. LAWLER,CONSTITUTION,FALSE,42113,2734048,FALSE,OTHER
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,CARLA A. HOWELL,LIBERTARIAN,FALSE,308860,2734048,FALSE,LIBERTARIAN
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,PHILIP HYDE III,TIMESIZING NOT DOWNSIZING,FALSE,8452,2734048,FALSE,OTHER
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,BLANK VOTE/SCATTERING,,FALSE,134586,2734048,FALSE,OTHER
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,NA,NA,TRUE,42,2734048,FALSE,OTHER
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,EDWARD M. KENNEDY,DEMOCRAT,FALSE,1889494,2734048,FALSE,DEMOCRAT
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,DALE E. FRIEDGEN,UNENROLLED,FALSE,13687,2734048,FALSE,OTHER
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,OTHER,,FALSE,2473,2734048,FALSE,OTHER
2000,MASSACHUSETTS,MA,25,14,3,gen,FALSE,JACK E. ROBINSON III,REPUBLICAN,FALSE,334341,2734048,FALSE,REPUBLICAN
2000,MICHIGAN,MI,26,34,23,gen,FALSE,MICHAEL R. CORLISS,LIBERTARIAN,FALSE,29966,4167685,FALSE,LIBERTARIAN
2000,MICHIGAN,MI,26,34,23,gen,FALSE,WILLIAM QUARTON,NATURAL LAW,FALSE,5630,4167685,FALSE,OTHER
2000,MICHIGAN,MI,26,34,23,gen,FALSE,MARK A. FORTON,REFORM,FALSE,26274,4167685,FALSE,OTHER
2000,MICHIGAN,MI,26,34,23,gen,FALSE,DEBBIE STABENOW,DEMOCRAT,FALSE,2061952,4167685,FALSE,DEMOCRAT
2000,MICHIGAN,MI,26,34,23,gen,FALSE,SPENCER ABRAHAM,REPUBLICAN,FALSE,1994693,4167685,FALSE,REPUBLICAN
2000,MICHIGAN,MI,26,34,23,gen,FALSE,JOHN MANGOPOULOS,U.S. TAXPAYERS,FALSE,11628,4167685,FALSE,OTHER
2000,MICHIGAN,MI,26,34,23,gen,FALSE,MATTHEW R. ABEL,GREEN,FALSE,37542,4167685,FALSE,OTHER
2000,MINNESOTA,MN,27,41,33,gen,FALSE,NA,NA,TRUE,4,2419520,FALSE,OTHER
2000,MINNESOTA,MN,27,41,33,gen,FALSE,DAVID DANIELS,GRASSROOTS,FALSE,21447,2419520,FALSE,OTHER
2000,MINNESOTA,MN,27,41,33,gen,FALSE,MARK DAYTON,DEMOCRATIC-FARMER-LABOR,FALSE,1181553,2419520,FALSE,DEMOCRAT
2000,MINNESOTA,MN,27,41,33,gen,FALSE,JAMES (JIM) GIBSON,INDEPENDENCE,FALSE,140583,2419520,FALSE,OTHER
2000,MINNESOTA,MN,27,41,33,gen,FALSE,DAVID SWAN,CONSTITUTION,FALSE,8915,2419520,FALSE,OTHER
2000,MINNESOTA,MN,27,41,33,gen,FALSE,REBECCA ELLIS,SOCIALIST WORKERS,FALSE,12956,2419520,FALSE,OTHER
2000,MINNESOTA,MN,27,41,33,gen,FALSE,ROD GRAMS,REPUBLICAN,FALSE,1047474,2419520,FALSE,REPUBLICAN
2000,MINNESOTA,MN,27,41,33,gen,FALSE,ERIK D. PAKIESER,LIBERTARIAN,FALSE,6588,2419520,FALSE,LIBERTARIAN
2000,MISSISSIPPI,MS,28,64,46,gen,FALSE,JIM GILES,INDEPENDENT,FALSE,9344,994144,FALSE,OTHER
2000,MISSISSIPPI,MS,28,64,46,gen,FALSE,TRENT LOTT,REPUBLICAN,FALSE,654941,994144,FALSE,REPUBLICAN
2000,MISSISSIPPI,MS,28,64,46,gen,FALSE,SHAWN O'HARA,REFORM,FALSE,7315,994144,FALSE,OTHER
2000,MISSISSIPPI,MS,28,64,46,gen,FALSE,"TROY D. BROWN, SR.",DEMOCRAT,FALSE,314090,994144,FALSE,DEMOCRAT
2000,MISSISSIPPI,MS,28,64,46,gen,FALSE,LEWIS NAPPER,LIBERTARIAN,FALSE,8454,994144,FALSE,LIBERTARIAN
2000,MISSOURI,MO,29,43,34,gen,FALSE,HUGH FOLEY,REFORM,FALSE,4166,2361586,FALSE,OTHER
2000,MISSOURI,MO,29,43,34,gen,FALSE,EVALINE TAYLOR,GREEN,FALSE,10612,2361586,FALSE,OTHER
2000,MISSOURI,MO,29,43,34,gen,FALSE,CHARLES DOCKINS,NATURAL LAW,FALSE,1933,2361586,FALSE,OTHER
2000,MISSOURI,MO,29,43,34,gen,FALSE,JOHN ASHCROFT,REPUBLICAN,FALSE,1142852,2361586,FALSE,REPUBLICAN
2000,MISSOURI,MO,29,43,34,gen,FALSE,NA,NA,TRUE,13,2361586,FALSE,OTHER
2000,MISSOURI,MO,29,43,34,gen,FALSE,MEL CARNAHAN,DEMOCRAT,FALSE,1191812,2361586,FALSE,DEMOCRAT
2000,MISSOURI,MO,29,43,34,gen,FALSE,GRANT SAMUEL STAUFFER,LIBERTARIAN,FALSE,10198,2361586,FALSE,LIBERTARIAN
2000,MONTANA,MT,30,81,64,gen,FALSE,GARY LEE,REFORM,FALSE,9089,411601,FALSE,OTHER
2000,MONTANA,MT,30,81,64,gen,FALSE,BRIAN SCHWEITZER,DEMOCRAT,FALSE,194430,411601,FALSE,DEMOCRAT
2000,MONTANA,MT,30,81,64,gen,FALSE,CONRAD BURNS,REPUBLICAN,FALSE,208082,411601,FALSE,REPUBLICAN
2000,NEBRASKA,NE,31,46,35,gen,FALSE,DON STENBERG,REPUBLICAN,FALSE,337977,692350,FALSE,REPUBLICAN
2000,NEBRASKA,NE,31,46,35,gen,FALSE,BEN NELSON,DEMOCRAT,FALSE,353093,692350,FALSE,DEMOCRAT
2000,NEBRASKA,NE,31,46,35,gen,FALSE,NA,NA,TRUE,1280,692350,FALSE,OTHER
2000,NEVADA,NV,32,88,65,gen,FALSE,JOHN ENSIGN,REPUBLICAN,FALSE,330687,600776,FALSE,REPUBLICAN
2000,NEVADA,NV,32,88,65,gen,FALSE,BLANK VOTE,,FALSE,457,600776,FALSE,OTHER
2000,NEVADA,NV,32,88,65,gen,FALSE,J. J. JOHNSON,LIBERTARIAN,FALSE,5395,600776,FALSE,LIBERTARIAN
2000,NEVADA,NV,32,88,65,gen,FALSE,ERNIE BERGHOF,INDEPENDENT AMERICAN,FALSE,2540,600776,FALSE,OTHER
2000,NEVADA,NV,32,88,65,gen,FALSE,NONE OF THESE CANDIDATES,,FALSE,11503,600776,FALSE,OTHER
2000,NEVADA,NV,32,88,65,gen,FALSE,OVER VOTE,,FALSE,69,600776,FALSE,OTHER
2000,NEVADA,NV,32,88,65,gen,FALSE,BILL GRUTZMACHER,CITIZENS FIRST,FALSE,1579,600776,FALSE,OTHER
2000,NEVADA,NV,32,88,65,gen,FALSE,ED BERNSTEIN,DEMOCRAT,FALSE,238260,600776,FALSE,DEMOCRAT
2000,NEVADA,NV,32,88,65,gen,FALSE,KATHRYN RUSCO,GREEN,FALSE,10286,600776,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,J. M. CARTER,INDEPENDENT,FALSE,5657,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,BOB FRANKS,REPUBLICAN,FALSE,1420267,3015662,FALSE,REPUBLICAN
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,JON S. CORZINE,DEMOCRAT,FALSE,1511237,3015662,FALSE,DEMOCRAT
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,GREGORY PASON,INDEPENDENT,FALSE,3365,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,PAT DINIZIO,INDEPENDENT,FALSE,19312,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,GEORGE GOSTIGIAN,INDEPENDENT,FALSE,2536,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,EMERSON ELLETT,INDEPENDENT,FALSE,7241,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,NANCY ROSENSTOCK,INDEPENDENT,FALSE,3309,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,BRUCE AFRAN,INDEPENDENT,FALSE,32841,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,LORRAINE LANEVE,INDEPENDENT,FALSE,3836,3015662,FALSE,OTHER
2000,NEW JERSEY,NJ,34,22,12,gen,FALSE,DENNIS A. BREEN,INDEPENDENT,FALSE,6061,3015662,FALSE,OTHER
2000,NEW MEXICO,NM,35,85,66,gen,FALSE,BILL REDMOND,REPUBLICAN,FALSE,225517,589526,FALSE,REPUBLICAN
2000,NEW MEXICO,NM,35,85,66,gen,FALSE,NA,NA,TRUE,265,589526,FALSE,OTHER
2000,NEW MEXICO,NM,35,85,66,gen,FALSE,JEFF BINGAMAN,DEMOCRAT,FALSE,363744,589526,FALSE,DEMOCRAT
2000,NEW YORK,NY,36,21,13,gen,FALSE,BLANK VOTE/SCATTERING,,FALSE,179823,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,LOUIS P. WEIN,CONSTITUTION,FALSE,3414,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,HILLARY RODHAM CLINTON,LIBERAL,FALSE,82801,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,JOHN O. ADEFOPE,RIGHT TO LIFE,FALSE,21439,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,HILLARY RODHAM CLINTON,WORKING FAMILIES,FALSE,102094,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,RICK LAZIO,CONSERVATIVE,FALSE,191141,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,RICK LAZIO,REPUBLICAN,FALSE,2724589,6959662,FALSE,REPUBLICAN
2000,NEW YORK,NY,36,21,13,gen,FALSE,JEFFREY E. GRAHAM,INDEPENDENCE,FALSE,43181,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,JACOB J. PERASSO,SOCIALIST WORKERS,FALSE,3040,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,HILLARY RODHAM CLINTON,DEMOCRAT,FALSE,3562415,6959662,FALSE,DEMOCRAT
2000,NEW YORK,NY,36,21,13,gen,FALSE,MARK J. DUNAU,GREEN,FALSE,40991,6959662,FALSE,OTHER
2000,NEW YORK,NY,36,21,13,gen,FALSE,JOHN CLIFTON,LIBERTARIAN,FALSE,4734,6959662,FALSE,LIBERTARIAN
2000,NORTH DAKOTA,ND,38,44,36,gen,FALSE,KENT CONRAD,DEMOCRATIC-NONPARTISAN LEAGUE,FALSE,176470,287539,FALSE,DEMOCRAT
2000,NORTH DAKOTA,ND,38,44,36,gen,FALSE,DUANE SAND,REPUBLICAN,FALSE,111069,287539,FALSE,REPUBLICAN
2000,OHIO,OH,39,31,24,gen,FALSE,NA,NA,TRUE,786,4448801,FALSE,OTHER
2000,OHIO,OH,39,31,24,gen,FALSE,JOHN A. EASTMAN,NATURAL LAW,FALSE,70713,4448801,FALSE,OTHER
2000,OHIO,OH,39,31,24,gen,FALSE,JOHN R. MCALISTER,LIBERTARIAN,FALSE,116724,4448801,FALSE,LIBERTARIAN
2000,OHIO,OH,39,31,24,gen,FALSE,TED CELESTE,DEMOCRAT,FALSE,1595066,4448801,FALSE,DEMOCRAT
2000,OHIO,OH,39,31,24,gen,FALSE,MIKE DEWINE,REPUBLICAN,FALSE,2665512,4448801,FALSE,REPUBLICAN
2000,PENNSYLVANIA,PA,42,23,14,gen,FALSE,RON KLINK,DEMOCRAT,FALSE,2154908,4735116,FALSE,DEMOCRAT
2000,PENNSYLVANIA,PA,42,23,14,gen,FALSE,JOHN J. FEATHERMAN,LIBERTARIAN,FALSE,45775,4735116,FALSE,LIBERTARIAN
2000,PENNSYLVANIA,PA,42,23,14,gen,FALSE,ROBERT E. DOMSKE,REFORM,FALSE,24089,4735116,FALSE,OTHER
2000,PENNSYLVANIA,PA,42,23,14,gen,FALSE,RICK SANTORUM,REPUBLICAN,FALSE,2481962,4735116,FALSE,REPUBLICAN
2000,PENNSYLVANIA,PA,42,23,14,gen,FALSE,LESTER B. SEARER,CONSTITUTION,FALSE,28382,4735116,FALSE,OTHER
2000,RHODE ISLAND,RI,44,15,5,gen,FALSE,ROBERT A. WEYGAND,DEMOCRAT,FALSE,161023,391353,FALSE,DEMOCRAT
2000,RHODE ISLAND,RI,44,15,5,gen,FALSE,LINCOLN D. CHAFEE,REPUBLICAN,FALSE,222588,391353,FALSE,REPUBLICAN
2000,RHODE ISLAND,RI,44,15,5,gen,FALSE,KENNETH P. PROULX,INDEPENDENT,FALSE,3635,391353,FALSE,OTHER
2000,RHODE ISLAND,RI,44,15,5,gen,FALSE,CHRISTOPHER YOUNG,REFORM,FALSE,4107,391353,FALSE,OTHER
2000,TENNESSEE,TN,47,62,54,gen,FALSE,JEFF CLARK,DEMOCRAT,FALSE,621152,1928613,FALSE,DEMOCRAT
2000,TENNESSEE,TN,47,62,54,gen,FALSE,DAVID JARROD OWNBY,INDEPENDENT,FALSE,4388,1928613,FALSE,OTHER
2000,TENNESSEE,TN,47,62,54,gen,FALSE,NA,NA,TRUE,259,1928613,FALSE,OTHER
2000,TENNESSEE,TN,47,62,54,gen,FALSE,ROBERT WATSON,INDEPENDENT,FALSE,8416,1928613,FALSE,OTHER
2000,TENNESSEE,TN,47,62,54,gen,FALSE,CHARLES F. JOHNSON,INDEPENDENT,FALSE,10004,1928613,FALSE,OTHER
2000,TENNESSEE,TN,47,62,54,gen,FALSE,BILL FRIST,REPUBLICAN,FALSE,1255444,1928613,FALSE,REPUBLICAN
2000,TENNESSEE,TN,47,62,54,gen,FALSE,TOM BURRELL,GREEN,FALSE,25815,1928613,FALSE,OTHER
2000,TENNESSEE,TN,47,62,54,gen,FALSE,JOEL KINSTLE,INDEPENDENT,FALSE,3135,1928613,FALSE,OTHER
2000,TEXAS,TX,48,74,49,gen,FALSE,GENE KELLY,DEMOCRAT,FALSE,2025024,6267964,FALSE,DEMOCRAT
2000,TEXAS,TX,48,74,49,gen,FALSE,KAY BAILEY HUTCHISON,REPUBLICAN,FALSE,4078954,6267964,FALSE,REPUBLICAN
2000,TEXAS,TX,48,74,49,gen,FALSE,MARY J. RUWART,LIBERTARIAN,FALSE,72657,6267964,FALSE,LIBERTARIAN
2000,TEXAS,TX,48,74,49,gen,FALSE,DOUGLAS S. SANDAGE,GREEN,FALSE,91329,6267964,FALSE,OTHER
2000,UTAH,UT,49,87,67,gen,FALSE,SCOTT N. HOWELL,DEMOCRAT,FALSE,242569,769704,FALSE,DEMOCRAT
2000,UTAH,UT,49,87,67,gen,FALSE,JIM DEXTER,LIBERTARIAN,FALSE,10394,769704,FALSE,LIBERTARIAN
2000,UTAH,UT,49,87,67,gen,FALSE,CARLTON EDWARD BOWEN,INDEPENDENT AMERICAN,FALSE,11938,769704,FALSE,OTHER
2000,UTAH,UT,49,87,67,gen,FALSE,ORRIN G. HATCH,REPUBLICAN,FALSE,504803,769704,FALSE,REPUBLICAN
2000,VERMONT,VT,50,13,6,gen,FALSE,CHARLES W. RUSSELL,CONSTITUTION,FALSE,10079,288500,FALSE,OTHER
2000,VERMONT,VT,50,13,6,gen,FALSE,RICK HUBBARD,INDEPENDENT,FALSE,5366,288500,FALSE,OTHER
2000,VERMONT,VT,50,13,6,gen,FALSE,ED FLANAGAN,DEMOCRAT,FALSE,73352,288500,FALSE,DEMOCRAT
2000,VERMONT,VT,50,13,6,gen,FALSE,JERRY LEVY,LIBERTY UNION,FALSE,1477,288500,FALSE,OTHER
2000,VERMONT,VT,50,13,6,gen,FALSE,HUGH DOUGLAS,LIBERTARIAN,FALSE,3843,288500,FALSE,LIBERTARIAN
2000,VERMONT,VT,50,13,6,gen,FALSE,JAMES M. JEFFORDS,REPUBLICAN,FALSE,189133,288500,FALSE,REPUBLICAN
2000,VERMONT,VT,50,13,6,gen,FALSE,BILLY GREER,VERMONT GRASSROOTS,FALSE,4889,288500,FALSE,OTHER
2000,VERMONT,VT,50,13,6,gen,FALSE,NA,NA,TRUE,361,288500,FALSE,OTHER
2000,VIRGINIA,VA,51,54,40,gen,FALSE,CHARLES S. ROBB,DEMOCRAT,FALSE,1296093,2718301,FALSE,DEMOCRAT
2000,VIRGINIA,VA,51,54,40,gen,FALSE,NA,NA,TRUE,1748,2718301,FALSE,OTHER
2000,VIRGINIA,VA,51,54,40,gen,FALSE,GEORGE F. ALLEN,REPUBLICAN,FALSE,1420460,2718301,FALSE,REPUBLICAN
2000,WASHINGTON,WA,53,91,73,gen,FALSE,SLADE GORTON,REPUBLICAN,FALSE,1197208,2461379,FALSE,REPUBLICAN
2000,WASHINGTON,WA,53,91,73,gen,FALSE,MARIA CANTWELL,DEMOCRAT,FALSE,1199437,2461379,FALSE,DEMOCRAT
2000,WASHINGTON,WA,53,91,73,gen,FALSE,JEFF JARED,LIBERTARIAN,FALSE,64734,2461379,FALSE,LIBERTARIAN
2000,WEST VIRGINIA,WV,54,55,56,gen,FALSE,JOE WHELAN,LIBERTARIAN,FALSE,12627,603477,FALSE,LIBERTARIAN
2000,WEST VIRGINIA,WV,54,55,56,gen,FALSE,ROBERT C. BYRD,DEMOCRAT,FALSE,469215,603477,FALSE,DEMOCRAT
2000,WEST VIRGINIA,WV,54,55,56,gen,FALSE,DAVID T. GALLAHER,REPUBLICAN,FALSE,121635,603477,FALSE,REPUBLICAN
2000,WISCONSIN,WI,55,35,25,gen,FALSE,HERB KOHL,DEMOCRAT,FALSE,1563238,2540083,FALSE,DEMOCRAT
2000,WISCONSIN,WI,55,35,25,gen,FALSE,EUGENE A. HEM,INDEPENDENT,FALSE,9555,2540083,FALSE,OTHER
2000,WISCONSIN,WI,55,35,25,gen,FALSE,SCATTER,,FALSE,902,2540083,FALSE,OTHER
2000,WISCONSIN,WI,55,35,25,gen,FALSE,TIM PETERSON,LIBERTARIAN,FALSE,21348,2540083,FALSE,LIBERTARIAN
